vehicle_id,registration_number,vehicle_type,make,model,manufacturing_year,color,owner_person_id,owner_organization_id,registration_date,status,source_id,confidence_score,created_at,updated_at
V00651,RJ27AB2013,Van,Tata,City,2024,Red,,O0003,2022-08-16,Flagged,SRC011,0.87,2024-11-18 05:18:23,2025-11-22 06:51:48
V00652,RJ52GH4174,Car,Mahindra,Pulsar,2025,Black,P01585,,2019-04-17,Flagged,SRC017,0.88,2024-01-26 13:57:20,2025-12-19 00:33:02
V00653,RJ43EF9018,Car,Hyundai,Creta,2016,White,P02365,,2026-07-09,Inactive,SRC007,0.96,2025-04-28 10:20:31,2025-12-17 18:51:49
V00654,UP96CD4724,Truck,Honda,Nexon,2021,Black,P03379,,2025-09-08,Flagged,SRC027,0.94,2025-06-19 00:04:48,2025-06-19 15:18:31
V00655,DL66AB6754,Van,Toyota,Pulsar,2014,Silver,P03256,,2025-02-06,Active,SRC006,0.91,2026-05-22 10:52:06,2026-05-29 02:58:46
V00656,RJ60AB7301,SUV,Hyundai,Scorpio,2017,Silver,P01250,,2020-10-29,Inactive,SRC017,0.99,2025-11-17 17:21:58,2024-01-07 10:58:38
V00657,DL20EF5652,Motorcycle,Mahindra,Innova,2014,Grey,P03468,,2018-10-01,Flagged,SRC017,0.86,2024-03-19 10:50:23,2025-02-19 03:56:06
V00658,DL29JK7379,Car,Bajaj,Nexon,2020,Black,P01015,,2021-08-14,Flagged,SRC023,0.83,2026-01-19 02:36:39,2026-08-03 10:20:07
V00659,MH75EF8704,Auto Rickshaw,Hero,City,2019,Silver,P02456,,2017-09-19,Inactive,SRC014,0.94,2025-02-09 23:55:53,2024-08-31 15:57:08
V00660,UP25AB9888,Van,Bajaj,Innova,2023,Black,P00061,,2020-03-31,Inactive,SRC020,0.96,2024-09-20 12:43:10,2025-02-20 07:00:42
V00661,DL15CD7754,SUV,Toyota,City,2022,Black,,O0475,2018-07-15,Inactive,SRC016,0.82,2026-07-22 14:13:07,2025-10-01 18:54:36
V00662,DL11AB5313,Car,Mahindra,Pulsar,2018,Silver,P01424,,2017-05-04,Flagged,SRC015,0.89,2026-07-04 00:08:12,2025-08-02 14:34:04
V00663,DL65EF6087,Car,Hyundai,City,2021,Red,P00489,,2023-06-26,Active,SRC018,0.83,2026-01-28 22:41:19,2024-09-13 05:35:36
V00664,DL49AB8729,Auto Rickshaw,Tata,Innova,2022,Blue,P02802,,2023-12-30,Active,SRC022,0.93,2024-10-01 16:41:11,2024-02-24 17:00:13
V00665,KA22GH2921,Auto Rickshaw,Maruti Suzuki,City,2019,Silver,P01075,,2021-11-27,Flagged,SRC030,0.82,2024-04-08 00:53:23,2024-10-29 20:27:59
V00666,UP78JK7104,Car,Tata,Creta,2024,Red,P02223,,2021-10-23,Inactive,SRC029,0.86,2024-07-21 05:15:13,2026-07-14 19:46:13
V00667,GJ57EF7942,Auto Rickshaw,Mahindra,Pulsar,2019,White,,O0467,2026-05-12,Flagged,SRC007,0.95,2025-02-18 05:39:09,2024-05-30 15:12:00
V00668,RJ06CD4159,Van,Hyundai,Nexon,2019,White,P01242,,2021-10-30,Inactive,SRC026,0.9,2024-04-27 03:16:11,2024-05-16 02:11:43
V00669,MH01CD7031,Truck,Hyundai,Scorpio,2023,Red,P03918,,2023-02-07,Flagged,SRC015,0.99,2025-09-01 19:18:49,2025-05-21 21:59:34
V00670,MP80GH3982,Auto Rickshaw,Honda,Innova,2016,Silver,P01356,,2017-04-04,Active,SRC012,0.87,2024-07-31 05:42:46,2025-10-26 07:50:20
V00671,MH98EF2038,Truck,Toyota,Innova,2016,Black,P00712,,2019-07-03,Flagged,SRC005,0.92,2025-02-07 05:47:03,2024-08-01 04:37:09
V00672,MH47JK5644,SUV,Toyota,Innova,2018,Black,P00137,,2026-06-22,Active,SRC027,0.81,2024-10-25 14:54:59,2024-12-04 00:17:13
V00673,KA58CD2812,Motorcycle,Bajaj,Splendor,2017,Black,P02057,,2019-04-25,Flagged,SRC012,0.93,2024-07-15 19:11:49,2025-04-30 05:59:10
V00674,MP81GH4530,Motorcycle,Mahindra,Swift,2014,Red,P01868,,2025-12-31,Active,SRC015,0.82,2024-01-08 04:16:25,2024-09-10 21:54:25
V00675,GJ46GH8047,Motorcycle,Tata,Innova,2024,White,,O0377,2024-06-22,Inactive,SRC028,0.88,2024-03-25 10:29:43,2024-01-21 20:55:53
V00676,KA55GH5422,Truck,Bajaj,Scorpio,2021,Silver,P01426,,2020-04-27,Inactive,SRC002,0.84,2026-08-05 01:51:10,2025-08-03 16:57:50
V00677,RJ32JK8003,Auto Rickshaw,Maruti Suzuki,Nexon,2020,Red,P01696,,2025-03-30,Flagged,SRC015,0.96,2025-12-27 05:53:56,2026-06-22 23:21:50
V00678,DL34AB6466,Motorcycle,Hyundai,Pulsar,2019,Blue,P01367,,2024-06-02,Inactive,SRC006,0.84,2025-05-20 16:44:07,2026-07-07 01:17:10
V00679,RJ94AB8309,Motorcycle,Hero,City,2020,White,P01922,,2024-04-16,Active,SRC008,0.97,2024-04-25 15:01:01,2025-07-21 00:20:35
V00680,GJ72JK3827,Truck,Hero,Swift,2017,Silver,P03124,,2022-06-25,Active,SRC016,0.82,2024-11-08 10:32:44,2025-02-05 07:34:45
V00681,KA89JK8289,SUV,Toyota,Swift,2014,Blue,P02751,,2024-03-15,Inactive,SRC002,0.88,2026-06-21 02:53:17,2024-02-25 13:19:40
V00682,MP89GH2176,Auto Rickshaw,Tata,Innova,2017,Silver,,O0133,2019-06-26,Inactive,SRC004,0.82,2024-12-20 20:33:27,2024-12-01 06:12:06
V00683,KA43CD5263,Auto Rickshaw,Maruti Suzuki,Nexon,2021,Blue,P01346,,2025-11-09,Flagged,SRC024,0.84,2025-06-30 05:12:32,2025-10-08 13:42:07
V00684,MP15CD1492,Truck,Mahindra,Innova,2017,White,P02263,,2024-05-20,Active,SRC025,0.88,2025-03-08 11:51:20,2026-04-05 13:59:17
V00685,KA16EF3087,Motorcycle,Mahindra,City,2019,White,P02604,,2021-04-22,Flagged,SRC019,0.88,2025-07-25 18:26:51,2025-06-10 04:56:16
V00686,RJ10CD8999,Van,Bajaj,Splendor,2014,Red,P03824,,2026-03-10,Flagged,SRC029,0.81,2026-01-08 23:47:09,2024-10-14 11:32:23
V00687,MP44AB7877,SUV,Maruti Suzuki,Innova,2015,White,P01754,,2020-11-26,Flagged,SRC008,0.83,2024-04-07 23:48:49,2024-06-21 23:34:05
V00688,UP90AB5815,Auto Rickshaw,Honda,Swift,2021,Blue,P00091,,2026-08-21,Active,SRC009,0.84,2025-01-28 21:12:26,2026-08-27 15:59:31
V00689,UP25EF4688,Car,Hero,Scorpio,2025,Black,P02315,,2026-04-04,Inactive,SRC014,0.82,2025-02-24 13:13:08,2025-02-04 22:11:42
V00690,MH20EF2314,Car,Mahindra,City,2015,Silver,,O0184,2017-04-02,Flagged,SRC027,0.98,2026-04-09 02:24:42,2025-08-07 18:36:36
V00691,DL73CD7302,SUV,Mahindra,Innova,2024,Black,P02999,,2018-08-05,Inactive,SRC008,0.9,2025-11-08 17:22:10,2024-08-17 01:18:35
V00692,KA79GH9201,Truck,Toyota,Pulsar,2014,Red,P02975,,2016-10-28,Inactive,SRC030,0.99,2024-02-18 00:15:14,2025-05-25 01:24:46
V00693,RJ66EF8193,Car,Mahindra,Creta,2023,Silver,P03095,,2017-04-26,Inactive,SRC019,0.93,2024-01-08 17:08:17,2024-08-01 03:54:24
V00694,MP24CD5143,SUV,Honda,Scorpio,2014,Grey,P02316,,2024-11-09,Flagged,SRC023,0.91,2025-05-31 16:35:32,2026-07-17 04:55:01
V00695,UP65EF5103,Truck,Maruti Suzuki,Nexon,2017,White,P03513,,2022-08-28,Inactive,SRC027,0.97,2024-03-30 18:35:18,2025-07-12 11:53:07
V00696,GJ84GH6404,Auto Rickshaw,Maruti Suzuki,Nexon,2022,Grey,P03213,,2022-12-19,Active,SRC027,0.81,2026-03-09 17:58:28,2026-04-30 18:42:28
V00697,RJ53JK2103,Car,Hyundai,Creta,2025,Red,P01024,,2020-03-16,Active,SRC016,0.9,2025-03-01 19:35:23,2024-01-14 05:17:39
V00698,GJ59AB9333,Auto Rickshaw,Honda,City,2025,Silver,P00181,,2024-10-23,Inactive,SRC011,0.96,2025-01-07 01:20:50,2026-01-30 23:42:40
V00699,KA18EF7650,Van,Tata,Creta,2025,White,P03454,,2023-12-01,Flagged,SRC022,0.95,2024-01-18 04:32:27,2025-08-12 12:12:32
V00700,MP01JK5465,SUV,Tata,Pulsar,2019,Blue,P03610,,2026-08-23,Flagged,SRC030,0.83,2026-02-26 10:32:48,2024-03-18 07:23:11
V00701,MP39GH3828,Auto Rickshaw,Maruti Suzuki,Swift,2014,Blue,P01462,,2022-06-05,Flagged,SRC018,0.94,2024-11-27 01:26:02,2024-09-14 09:55:41
V00702,RJ83GH5888,Auto Rickshaw,Hyundai,City,2017,Grey,P03764,,2026-02-28,Inactive,SRC006,0.83,2026-03-16 20:33:43,2025-07-24 00:36:05
V00703,RJ75CD2280,SUV,Mahindra,Innova,2018,Blue,P01336,,2025-11-24,Flagged,SRC003,0.94,2024-08-17 09:56:09,2024-10-31 05:26:47
V00704,MH19GH7818,Auto Rickshaw,Hyundai,Swift,2017,Grey,P02017,,2025-06-27,Inactive,SRC015,0.85,2024-06-24 09:34:21,2025-10-30 02:21:24
V00705,MH41CD8448,Auto Rickshaw,Toyota,Scorpio,2017,Silver,P03249,,2024-08-04,Flagged,SRC011,0.82,2024-06-23 23:35:45,2025-01-06 09:11:12
V00706,MP81EF5490,Car,Maruti Suzuki,Splendor,2018,Grey,,O0342,2019-04-23,Inactive,SRC005,0.84,2025-09-30 14:52:11,2024-04-17 16:09:58
V00707,UP67JK2334,Car,Tata,Creta,2025,White,P02551,,2025-10-19,Inactive,SRC013,0.96,2025-06-22 05:05:07,2025-07-06 19:37:16
V00708,GJ86JK6955,SUV,Hero,Swift,2018,Black,P00132,,2024-01-21,Inactive,SRC008,0.93,2024-09-13 14:51:56,2025-01-26 15:50:27
V00709,DL92GH8839,Auto Rickshaw,Mahindra,Nexon,2019,Silver,,O0209,2022-05-31,Flagged,SRC013,0.87,2026-02-06 23:26:46,2024-01-23 20:19:20
V00710,RJ01CD9975,Auto Rickshaw,Hero,Scorpio,2021,Black,,O0474,2019-07-09,Active,SRC018,0.81,2025-06-08 15:05:25,2025-09-20 20:38:47
V00711,MH15GH8141,Motorcycle,Bajaj,Pulsar,2022,Red,P03997,,2018-11-30,Flagged,SRC006,0.89,2025-01-09 02:53:05,2024-02-15 06:13:45
V00712,DL08EF3787,Van,Toyota,City,2018,Grey,P02145,,2024-03-27,Active,SRC021,0.92,2024-07-03 11:03:26,2024-02-02 22:52:25
V00713,RJ65JK6436,Truck,Mahindra,Nexon,2015,Blue,P02707,,2018-08-08,Active,SRC022,0.96,2024-05-06 22:30:09,2026-07-28 06:39:45
V00714,KA05EF5871,Motorcycle,Hyundai,Splendor,2023,Silver,P00773,,2018-10-03,Active,SRC010,0.98,2024-01-25 04:46:14,2024-07-17 08:53:39
V00715,RJ33EF1231,SUV,Honda,Pulsar,2016,Silver,P01419,,2016-11-12,Active,SRC028,0.95,2024-01-09 08:19:25,2026-01-09 14:29:03
V00716,KA38AB7631,Motorcycle,Hyundai,Pulsar,2025,Red,P03104,,2024-03-28,Flagged,SRC024,0.94,2025-06-12 05:37:21,2024-01-10 12:58:24
V00717,UP13GH1900,Car,Maruti Suzuki,Scorpio,2017,Grey,P01179,,2017-04-13,Flagged,SRC001,0.85,2024-10-09 16:23:11,2024-02-18 04:57:51
V00718,GJ17AB3173,Auto Rickshaw,Maruti Suzuki,Pulsar,2024,Grey,P01806,,2022-01-31,Active,SRC012,0.97,2025-08-02 19:13:54,2024-11-29 04:15:02
V00719,KA69EF7861,Truck,Maruti Suzuki,Nexon,2025,Blue,P00108,,2020-12-03,Flagged,SRC019,0.82,2024-11-20 12:53:24,2025-05-26 07:17:41
V00720,DL65AB8191,Motorcycle,Honda,Nexon,2014,Grey,P02052,,2025-06-26,Inactive,SRC008,0.8,2024-09-15 01:59:48,2024-10-18 18:01:57
V00721,KA57GH3390,Motorcycle,Bajaj,Pulsar,2020,Grey,P03853,,2020-01-14,Active,SRC009,0.92,2026-08-14 05:19:56,2024-07-15 17:36:11
V00722,KA56AB2463,Auto Rickshaw,Toyota,Swift,2014,Blue,,O0268,2022-11-16,Inactive,SRC026,0.91,2024-12-25 08:59:55,2025-08-19 13:05:49
V00723,MP92EF7371,SUV,Hyundai,Pulsar,2021,Blue,P02357,,2025-02-24,Active,SRC004,0.83,2025-06-05 19:12:29,2025-05-02 06:09:15
V00724,UP41CD7648,Car,Hero,Creta,2022,Grey,P02470,,2021-09-22,Inactive,SRC002,0.93,2024-08-27 19:51:45,2025-11-27 10:13:54
V00725,UP90GH3298,Car,Hyundai,Pulsar,2018,Blue,P00985,,2019-03-17,Flagged,SRC029,0.86,2025-12-05 13:29:15,2025-07-01 06:26:35
V00726,MH29CD6343,Truck,Hyundai,Pulsar,2017,Silver,P00321,,2020-05-24,Flagged,SRC029,0.82,2026-04-24 11:52:02,2024-01-25 07:03:51
V00727,GJ88CD7290,Motorcycle,Toyota,Pulsar,2023,White,P00146,,2016-12-05,Flagged,SRC011,0.85,2024-05-03 10:41:32,2026-06-15 10:46:16
V00728,DL87CD1125,SUV,Hyundai,Splendor,2025,Grey,P02980,,2019-06-02,Active,SRC030,0.85,2025-07-09 09:58:22,2026-08-20 09:27:41
V00729,RJ12AB2041,Car,Bajaj,Creta,2023,Silver,P01756,,2017-05-28,Flagged,SRC017,0.96,2025-07-17 17:47:05,2024-01-11 04:40:36
V00730,DL79CD3433,Truck,Bajaj,Innova,2017,Grey,P00376,,2026-05-06,Inactive,SRC025,0.82,2024-10-26 21:25:52,2024-03-12 05:03:58
V00731,MP71AB8857,Truck,Toyota,Swift,2017,Grey,P02745,,2024-03-14,Inactive,SRC025,0.94,2024-10-16 07:35:11,2025-09-29 09:35:31
V00732,MH44AB5667,Motorcycle,Bajaj,Creta,2022,Blue,P00307,,2017-03-18,Flagged,SRC003,0.82,2025-04-08 02:41:31,2024-01-30 00:26:15
V00733,KA21AB3548,Car,Mahindra,Scorpio,2022,Grey,P03337,,2018-05-27,Active,SRC001,0.81,2024-05-26 00:19:50,2025-03-05 04:56:58
V00734,MH84CD9284,Truck,Hero,Innova,2021,Black,P03263,,2017-12-18,Inactive,SRC024,0.98,2025-07-27 01:49:02,2025-12-22 17:49:07
V00735,KA96EF2685,Car,Honda,Innova,2016,White,P03892,,2019-01-23,Inactive,SRC005,0.98,2024-01-19 01:51:51,2024-01-11 04:09:23
V00736,KA01CD9114,Van,Honda,City,2025,White,P01117,,2024-01-25,Active,SRC008,0.98,2026-07-20 06:46:00,2025-10-02 01:54:24
V00737,UP33EF6914,Motorcycle,Tata,Innova,2019,Silver,,O0263,2021-04-29,Flagged,SRC023,0.85,2024-06-20 17:33:33,2025-11-12 02:51:29
V00738,GJ10EF2493,Motorcycle,Bajaj,Scorpio,2016,Silver,P02087,,2022-09-08,Inactive,SRC017,0.95,2026-01-16 15:32:49,2024-11-09 10:23:54
V00739,MH95CD4498,Car,Toyota,Pulsar,2015,Red,,O0121,2021-11-28,Active,SRC004,0.81,2025-03-13 22:32:04,2024-08-11 17:30:59
V00740,MH64CD4385,Auto Rickshaw,Bajaj,Splendor,2025,Red,P02866,,2024-05-12,Flagged,SRC002,0.9,2026-01-21 08:03:16,2024-08-06 07:27:36
V00741,MH95EF3882,Auto Rickshaw,Tata,Creta,2015,White,P00511,,2023-01-13,Active,SRC017,0.91,2025-11-28 11:23:40,2024-03-03 20:44:28
V00742,MH85AB9312,Van,Mahindra,Scorpio,2017,White,,O0282,2021-04-21,Flagged,SRC021,0.96,2024-11-07 01:48:10,2026-06-14 22:47:14
V00743,KA78AB7926,Car,Tata,Swift,2022,Black,P03300,,2024-01-15,Flagged,SRC019,0.88,2026-08-28 07:40:56,2025-10-23 23:49:55
V00744,DL82AB9939,Car,Honda,Scorpio,2017,Silver,,O0375,2019-01-18,Flagged,SRC026,0.99,2025-08-18 05:31:38,2025-05-06 09:51:23
V00745,DL32EF9281,Auto Rickshaw,Maruti Suzuki,Innova,2022,Blue,P00735,,2019-07-15,Inactive,SRC016,0.93,2024-04-07 01:44:26,2026-01-29 22:46:15
V00746,DL05GH7682,Truck,Hero,Swift,2016,Silver,P01785,,2019-10-31,Inactive,SRC014,0.85,2025-02-05 11:05:52,2026-03-17 22:47:58
V00747,KA45JK9677,Auto Rickshaw,Bajaj,City,2022,Silver,P00818,,2020-05-28,Active,SRC023,0.94,2026-06-20 22:25:33,2024-03-13 12:21:53
V00748,KA99GH1479,Motorcycle,Maruti Suzuki,Splendor,2019,Silver,P00761,,2017-06-18,Active,SRC026,0.96,2025-08-15 18:40:07,2024-03-06 06:40:29
V00749,KA34JK1605,Car,Honda,Splendor,2020,Blue,P03673,,2018-02-18,Flagged,SRC018,0.95,2026-01-19 23:02:23,2024-09-07 11:13:32
V00750,RJ25JK2765,SUV,Bajaj,Innova,2022,Grey,P03379,,2025-04-10,Inactive,SRC022,0.9,2025-03-04 18:13:56,2026-07-18 08:36:35
V00751,MP32EF9827,SUV,Toyota,City,2019,Black,,O0140,2019-01-26,Inactive,SRC015,0.91,2026-06-14 11:29:25,2024-09-25 14:41:05
V00752,KA97CD7825,Motorcycle,Mahindra,City,2019,Red,,O0097,2022-01-08,Inactive,SRC002,0.9,2025-04-09 00:15:43,2026-01-27 13:33:56
V00753,RJ46JK7189,Van,Hyundai,City,2018,Red,P03775,,2026-06-04,Inactive,SRC013,0.87,2025-06-17 10:24:43,2024-04-20 11:23:21
V00754,DL08JK6740,Van,Hyundai,Swift,2021,White,P03828,,2019-01-26,Inactive,SRC004,0.82,2026-04-17 21:16:40,2026-03-27 01:52:12
V00755,MH22CD6560,Truck,Bajaj,Swift,2020,Silver,,O0481,2019-06-19,Flagged,SRC011,0.96,2026-08-20 23:14:12,2024-03-29 13:55:52
V00756,UP76EF1375,Truck,Honda,City,2017,Grey,P03639,,2018-11-13,Active,SRC026,0.94,2024-11-06 03:31:56,2024-11-11 16:25:27
V00757,GJ69GH2086,Truck,Hyundai,Splendor,2018,Silver,P03326,,2020-11-18,Inactive,SRC024,0.86,2026-08-08 04:58:12,2026-08-09 11:50:57
V00758,MH56CD8104,Truck,Maruti Suzuki,Swift,2022,Blue,P03902,,2025-02-04,Flagged,SRC016,0.98,2025-12-02 22:47:30,2025-06-21 14:53:10
V00759,UP07CD7946,SUV,Maruti Suzuki,Splendor,2021,Silver,,O0332,2018-02-13,Inactive,SRC015,0.95,2024-11-22 08:44:53,2024-04-21 00:55:21
V00760,GJ01JK8479,Car,Toyota,Innova,2019,White,P00800,,2021-08-04,Active,SRC023,0.99,2024-02-19 06:05:22,2026-04-20 02:05:46
V00761,MH38CD2461,Van,Tata,Splendor,2025,Silver,P00847,,2020-03-29,Flagged,SRC014,0.93,2026-07-22 07:12:27,2025-03-08 05:27:54
V00762,GJ31EF1331,Motorcycle,Bajaj,Creta,2024,White,P02075,,2026-04-20,Active,SRC011,0.94,2024-10-23 12:20:57,2024-11-06 07:50:05
V00763,UP20GH4400,Motorcycle,Mahindra,Creta,2014,Grey,P03962,,2021-12-15,Flagged,SRC026,0.9,2026-06-27 05:55:15,2024-03-28 12:39:26
V00764,GJ61GH9426,Auto Rickshaw,Honda,Pulsar,2016,White,P03756,,2017-11-30,Inactive,SRC027,0.86,2026-07-30 06:26:28,2025-04-24 00:56:35
V00765,MP12JK7873,Van,Tata,Splendor,2016,Grey,P02855,,2018-08-23,Active,SRC024,0.86,2025-09-17 00:10:58,2026-05-14 06:40:48
V00766,DL12EF8182,Auto Rickshaw,Hero,City,2015,Blue,P02087,,2021-10-03,Active,SRC027,0.9,2026-02-07 07:19:10,2024-11-02 03:06:02
V00767,MP83EF2691,Motorcycle,Hyundai,City,2022,Black,,O0238,2021-12-05,Flagged,SRC018,0.91,2025-07-08 17:15:14,2025-04-01 06:10:58
V00768,KA29EF4439,Truck,Honda,Pulsar,2017,Silver,P01700,,2022-07-24,Inactive,SRC024,0.82,2026-04-02 19:42:52,2025-03-03 11:39:14
V00769,DL52JK4226,SUV,Honda,Splendor,2017,Grey,P03303,,2022-09-05,Inactive,SRC011,0.89,2026-08-01 18:13:51,2026-02-03 05:32:01
V00770,UP58CD8344,SUV,Hero,Scorpio,2015,Red,P02836,,2016-10-02,Flagged,SRC027,0.91,2024-12-24 15:37:19,2026-04-15 01:59:13
V00771,MH32CD7946,Van,Hyundai,Nexon,2025,White,P00304,,2024-07-10,Inactive,SRC012,0.85,2026-04-17 19:51:13,2025-08-07 02:19:39
V00772,UP29GH5017,Truck,Hero,Splendor,2024,Red,P00655,,2021-01-08,Active,SRC009,0.93,2024-05-29 18:44:59,2026-02-24 07:35:28
V00773,GJ70JK7777,Car,Mahindra,Pulsar,2018,Black,P02871,,2024-03-06,Active,SRC008,0.87,2024-06-13 02:29:35,2025-11-27 09:02:34
V00774,MP52CD3090,Truck,Hero,Splendor,2019,Silver,P03771,,2018-08-24,Inactive,SRC024,0.99,2025-08-08 15:22:45,2024-05-15 11:03:30
V00775,MP37CD2111,Car,Hero,Innova,2021,Grey,P03453,,2017-08-04,Flagged,SRC001,0.81,2024-04-06 22:10:38,2025-01-01 21:41:57
V00776,RJ85GH8245,Truck,Mahindra,Nexon,2021,Blue,P02935,,2019-10-03,Flagged,SRC030,0.84,2026-08-18 04:21:11,2026-06-04 21:48:54
V00777,UP91GH9504,Truck,Maruti Suzuki,Splendor,2025,Red,P00132,,2026-08-31,Flagged,SRC020,0.92,2024-05-01 03:51:30,2025-01-23 16:09:40
V00778,KA94JK9381,Motorcycle,Mahindra,Creta,2014,White,P02048,,2022-04-26,Active,SRC013,0.97,2026-07-05 23:52:50,2025-10-09 23:44:15
V00779,KA25AB6477,Auto Rickshaw,Tata,Pulsar,2018,Grey,P02078,,2021-08-13,Inactive,SRC010,0.97,2025-10-06 14:34:54,2024-01-14 07:42:55
V00780,KA25CD3368,Auto Rickshaw,Toyota,Swift,2019,Silver,,O0211,2026-06-17,Flagged,SRC013,0.89,2024-12-27 09:26:26,2024-02-04 06:35:46
V00781,UP85EF9205,Truck,Maruti Suzuki,Innova,2023,Silver,P02133,,2019-09-05,Inactive,SRC016,0.85,2024-02-04 02:08:58,2024-03-23 20:19:28
V00782,DL73CD4677,SUV,Mahindra,Splendor,2015,Silver,P00523,,2019-08-19,Active,SRC028,0.93,2025-05-25 04:06:42,2024-04-03 07:51:28
V00783,KA66AB3011,Motorcycle,Hero,Nexon,2024,Silver,P02062,,2021-02-28,Flagged,SRC006,0.9,2025-12-10 02:52:08,2025-03-15 05:49:47
V00784,MP95JK7603,Truck,Bajaj,Innova,2021,Black,,O0424,2024-05-31,Flagged,SRC022,0.97,2026-05-08 20:21:25,2024-05-04 11:58:59
V00785,GJ14CD3474,Car,Hero,Nexon,2015,Silver,P01907,,2019-05-27,Flagged,SRC022,0.9,2024-04-28 23:04:50,2024-01-19 22:11:28
V00786,RJ01CD4012,Motorcycle,Honda,Splendor,2024,White,,O0169,2017-07-10,Active,SRC006,0.92,2024-05-28 21:03:00,2025-10-29 21:26:51
V00787,MH94CD8601,Truck,Maruti Suzuki,Swift,2020,Blue,,O0044,2022-12-21,Inactive,SRC001,0.92,2024-09-20 16:05:34,2024-05-27 16:32:25
V00788,DL30JK6932,SUV,Toyota,Swift,2021,Red,P00608,,2025-12-10,Flagged,SRC007,0.83,2026-04-09 23:53:41,2024-08-17 08:57:55
V00789,MP05JK3185,Auto Rickshaw,Tata,City,2018,Red,,O0390,2026-01-27,Flagged,SRC019,0.82,2026-06-30 05:46:08,2025-05-17 01:22:01
V00790,UP13AB9384,SUV,Toyota,Splendor,2014,Silver,P01571,,2021-06-12,Active,SRC019,0.84,2024-08-07 20:47:16,2024-04-14 18:33:49
V00791,UP49EF2615,SUV,Hyundai,Creta,2022,Black,P03317,,2020-07-10,Active,SRC006,0.85,2024-01-24 16:20:01,2025-03-16 03:47:00
V00792,UP22JK7106,Car,Hyundai,Swift,2016,Black,P02917,,2023-08-14,Active,SRC007,0.97,2024-10-13 07:07:56,2025-02-10 09:26:07
V00793,UP16CD3224,Auto Rickshaw,Toyota,Creta,2018,Black,P03980,,2018-12-17,Inactive,SRC008,0.86,2024-05-05 07:08:57,2024-05-28 14:09:31
V00794,KA35JK2389,Van,Hyundai,Swift,2025,White,P00410,,2020-02-12,Flagged,SRC027,0.96,2024-11-20 06:47:58,2026-02-25 15:28:20
V00795,MH12AB6384,Truck,Hero,City,2024,Black,P02796,,2017-11-23,Flagged,SRC018,0.82,2025-07-13 00:26:53,2024-06-15 03:51:09
V00796,UP32EF2975,Auto Rickshaw,Honda,Creta,2023,Blue,P02675,,2018-10-24,Inactive,SRC020,0.95,2025-03-04 02:12:22,2024-06-16 13:28:05
V00797,RJ31AB2738,Truck,Hyundai,Creta,2019,Silver,,O0249,2021-02-04,Active,SRC024,0.82,2024-05-14 16:43:06,2025-01-12 15:44:15
V00798,MP11EF2797,Car,Honda,Nexon,2014,Grey,P01827,,2020-05-02,Inactive,SRC022,0.87,2026-05-22 09:48:21,2026-03-14 09:33:13
V00799,KA04AB9963,Motorcycle,Tata,Splendor,2017,Grey,,O0332,2025-10-20,Inactive,SRC005,0.92,2025-08-30 03:32:46,2024-10-15 07:54:27
V00800,MH79GH3143,SUV,Tata,Swift,2025,Red,P03987,,2024-11-19,Inactive,SRC013,0.87,2024-07-23 05:45:40,2025-02-02 00:38:58
V00801,DL92AB7973,Van,Hyundai,Nexon,2021,Blue,P01902,,2020-11-30,Inactive,SRC026,0.85,2025-11-17 22:03:56,2024-06-03 19:12:30
V00802,MP45JK8381,Motorcycle,Toyota,Scorpio,2017,Red,P00936,,2017-08-11,Flagged,SRC006,0.86,2026-03-06 21:09:22,2026-04-23 13:18:24
V00803,UP06GH4238,Car,Bajaj,Pulsar,2022,Blue,P01863,,2021-06-07,Inactive,SRC018,0.96,2025-09-29 20:45:07,2025-11-08 21:17:53
V00804,MH08CD3309,Truck,Toyota,City,2014,Silver,P02353,,2025-12-21,Active,SRC005,0.88,2024-11-11 05:16:53,2025-10-03 21:18:14
V00805,RJ67EF6237,Auto Rickshaw,Maruti Suzuki,Creta,2019,Grey,P03539,,2025-12-14,Flagged,SRC021,0.82,2024-04-18 10:37:42,2025-06-22 21:22:42
V00806,GJ67AB1292,Van,Maruti Suzuki,City,2019,Red,P02215,,2025-01-05,Flagged,SRC020,0.9,2026-01-10 14:03:44,2024-01-31 13:04:57
V00807,MP37GH1583,SUV,Bajaj,City,2023,Grey,P02250,,2023-10-22,Flagged,SRC004,0.96,2024-12-27 09:27:38,2025-11-22 14:45:30
V00808,MH52JK9408,Car,Toyota,Scorpio,2017,Silver,P00508,,2024-07-20,Inactive,SRC008,0.84,2025-04-29 02:18:16,2026-05-17 17:50:14
V00809,MP79CD7840,Truck,Hero,Scorpio,2017,White,P00854,,2024-10-15,Active,SRC023,0.83,2024-10-11 14:00:00,2026-06-22 19:55:38
V00810,DL44CD1709,Auto Rickshaw,Toyota,Pulsar,2018,Silver,P00205,,2018-12-13,Flagged,SRC017,0.8,2024-09-03 16:30:24,2025-01-02 23:25:14
V00811,MP44JK6868,Van,Toyota,Innova,2015,Blue,P01047,,2018-08-10,Inactive,SRC024,0.85,2024-10-20 05:04:58,2026-03-13 15:56:05
V00812,UP45AB5113,SUV,Honda,Nexon,2024,White,P02481,,2023-09-16,Flagged,SRC012,0.85,2026-07-16 14:56:21,2025-10-04 03:15:54
