case_id,fir_number,case_type,case_category,registration_date,incident_date,incident_location_id,police_station,jurisdiction,case_status,investigating_unit,source_document_id,confidence_score,created_at,updated_at
C00126,FIR/2024/0823,Criminal,Vehicle Theft,2024-02-08,2024-01-22,L01156,Dewas Central Police Station,Surat,Open,Cyber Cell,DOC01732,0.96,2025-02-16 21:20:39,2025-02-24 20:20:39
C00127,FIR/2024/1515,Economic,Cybercrime,2024-07-07,2024-06-15,L01331,Bhopal Central Police Station,Nagpur,Pending Trial,Economic Offences Unit,DOC00146,0.89,2026-06-19 19:34:03,2026-06-25 14:34:03
C00128,FIR/2026/8238,Criminal,Extortion,2026-09-04,2026-08-19,L00182,Ujjain Central Police Station,Mumbai,Under Investigation,Economic Offences Unit,DOC02965,0.94,2024-01-05 01:38:15,2024-12-25 11:30:56
C00129,FIR/2025/1724,Cyber,Assault,2025-01-09,2025-01-01,L00510,Bengaluru Central Police Station,Dewas,Open,Local Police,DOC01362,0.86,2026-04-09 08:30:59,2026-07-19 23:54:54
C00130,FIR/2024/2169,Criminal,Burglary,2024-03-14,2024-03-04,L01239,Ujjain Central Police Station,Gwalior,Pending Trial,Economic Offences Unit,DOC00269,0.87,2024-10-19 02:06:38,2025-12-11 03:23:28
C00131,FIR/2025/7055,Economic,Cybercrime,2025-02-22,2025-02-10,L00162,Gwalior Central Police Station,Lucknow,Pending Trial,Crime Branch,DOC00492,0.92,2024-11-18 18:14:24,2024-12-10 04:14:24
C00132,FIR/2024/1389,Organized Crime,Assault,2024-08-02,2024-07-24,L02333,Jabalpur Central Police Station,Gwalior,Open,Crime Branch,DOC01480,0.95,2026-01-01 20:29:07,2026-01-31 17:29:07
C00133,FIR/2025/4898,Cyber,Fraud,2025-04-30,2025-04-06,L01775,Dewas Central Police Station,Ujjain,Closed,Local Police,DOC01972,0.93,2025-10-05 00:51:38,2026-08-12 07:07:27
C00134,FIR/2025/8555,Organized Crime,Extortion,2025-11-18,2025-11-15,L01570,Surat Central Police Station,Bhopal,Closed,Crime Branch,DOC02051,0.8,2025-09-28 07:24:17,2025-10-25 02:24:17
C00135,FIR/2024/3299,Organized Crime,Cybercrime,2024-06-20,2024-05-23,L00318,Nagpur Central Police Station,Nagpur,Under Investigation,Cyber Cell,DOC00765,0.81,2025-03-18 04:05:14,2026-01-29 02:16:48
C00136,FIR/2026/4205,Economic,Robbery,2026-03-30,2026-03-21,L00393,Mumbai Central Police Station,Indore,Pending Trial,Cyber Cell,DOC01322,0.82,2024-04-25 08:52:33,2025-05-26 00:59:42
C00137,FIR/2025/4549,Criminal,Money Laundering,2025-11-21,2025-10-28,L02272,Ujjain Central Police Station,Vadodara,Under Investigation,Crime Branch,DOC02728,0.89,2024-10-06 21:22:19,2024-10-22 00:22:19
C00138,FIR/2026/3237,Criminal,Fraud,2026-08-05,2026-07-29,L02237,Gwalior Central Police Station,Vadodara,Pending Trial,Crime Branch,DOC00025,0.94,2026-04-27 07:30:42,2026-05-06 05:30:42
C00139,FIR/2024/6834,Criminal,Forgery,2024-03-26,2024-03-21,L02121,Nagpur Central Police Station,Pune,Pending Trial,Local Police,DOC00485,0.95,2025-09-23 05:29:11,2026-07-21 18:26:52
C00140,FIR/2025/3129,Criminal,Cybercrime,2025-02-16,2025-02-03,L00490,Ujjain Central Police Station,Gwalior,Pending Trial,Cyber Cell,DOC00964,0.91,2025-11-09 19:05:38,2026-07-30 13:47:42
C00141,FIR/2025/6313,Criminal,Extortion,2025-11-01,2025-10-07,L01121,Vadodara Central Police Station,Gurugram,Closed,Economic Offences Unit,DOC00470,0.88,2025-02-16 04:05:53,2025-02-18 11:35:54
C00142,FIR/2024/9443,Criminal,Extortion,2024-08-04,2024-07-22,L01733,Vadodara Central Police Station,Ahmedabad,Open,Local Police,DOC01806,0.87,2026-04-16 22:59:56,2026-05-08 08:59:56
C00143,FIR/2024/5115,Cyber,Assault,2025-01-07,2024-12-08,L01403,Mumbai Central Police Station,Pune,Open,Cyber Cell,DOC02370,0.83,2024-08-04 09:29:31,2025-03-14 10:04:08
C00144,FIR/2025/1481,Organized Crime,Cybercrime,2025-03-16,2025-02-20,L00549,Gwalior Central Police Station,Gurugram,Closed,Cyber Cell,DOC01159,0.95,2024-08-15 23:01:37,2024-08-24 06:01:37
C00145,FIR/2026/7534,Criminal,Extortion,2026-04-23,2026-04-03,L00147,Kanpur Central Police Station,Jabalpur,Pending Trial,Local Police,DOC00039,0.94,2024-04-21 17:20:52,2024-11-10 18:09:19
C00146,FIR/2026/5773,Cyber,Assault,2026-06-08,2026-06-08,L02370,Bhopal Central Police Station,Kota,Closed,Local Police,DOC02419,0.82,2024-03-26 17:50:49,2026-06-01 23:35:55
C00147,FIR/2025/2471,Cyber,Fraud,2026-01-27,2025-12-30,L00669,Ahmedabad Central Police Station,Nagpur,Pending Trial,Crime Branch,DOC01363,0.85,2024-09-22 11:39:30,2024-10-19 21:39:30
C00148,FIR/2026/9497,Organized Crime,Robbery,2026-08-13,2026-08-02,L00562,Lucknow Central Police Station,Bhopal,Closed,Local Police,DOC01793,0.89,2025-12-28 02:07:13,2026-05-30 07:49:23
C00149,FIR/2025/8318,Organized Crime,Robbery,2025-05-12,2025-05-09,L01710,Dewas Central Police Station,Hyderabad,Closed,Crime Branch,DOC00599,0.82,2024-02-05 02:11:06,2025-01-20 07:59:24
C00150,FIR/2025/5568,Criminal,Fraud,2025-08-05,2025-07-27,L00902,Lucknow Central Police Station,Delhi,Pending Trial,Economic Offences Unit,DOC00592,0.8,2025-12-20 03:00:37,2026-01-08 15:00:37
C00151,FIR/2025/4844,Organized Crime,Cybercrime,2025-05-01,2025-04-21,L00808,Ujjain Central Police Station,Gurugram,Under Investigation,Cyber Cell,DOC00173,0.94,2026-08-19 17:59:48,2026-09-04 23:59:59
C00152,FIR/2024/1924,Criminal,Smuggling,2024-10-28,2024-10-14,L00107,Kota Central Police Station,Gwalior,Pending Trial,Crime Branch,DOC02542,0.95,2024-01-14 02:29:18,2025-06-17 17:18:19
C00153,FIR/2026/6425,Organized Crime,Money Laundering,2026-08-31,2026-08-19,L01189,Kota Central Police Station,Gurugram,Open,Cyber Cell,DOC02198,0.94,2024-07-12 13:45:42,2024-08-01 08:45:42
C00154,FIR/2024/1383,Cyber,Forgery,2024-08-02,2024-07-08,L00271,Gwalior Central Police Station,Nagpur,Open,Cyber Cell,DOC01540,0.92,2026-02-10 00:03:14,2026-02-13 21:03:14
C00155,FIR/2026/7872,Economic,Vehicle Theft,2026-07-20,2026-06-21,L00931,Vadodara Central Police Station,Kota,Open,Cyber Cell,DOC02380,0.82,2025-03-18 01:00:16,2025-08-06 01:21:27
C00156,FIR/2026/2649,Organized Crime,Vehicle Theft,2026-05-02,2026-04-05,L00976,Jaipur Central Police Station,Jabalpur,Under Investigation,Economic Offences Unit,DOC01151,0.91,2025-04-28 13:25:33,2025-09-14 09:33:52
C00157,FIR/2025/7240,Criminal,Fraud,2025-04-26,2025-04-04,L00465,Kota Central Police Station,Nagpur,Closed,Crime Branch,DOC02966,0.92,2026-05-19 16:34:59,2026-05-20 14:34:59
C00158,FIR/2024/0248,Cyber,Vehicle Theft,2024-12-17,2024-11-26,L00789,Gurugram Central Police Station,Indore,Pending Trial,Local Police,DOC01710,0.98,2025-12-07 13:25:32,2025-12-10 13:25:32
C00159,FIR/2025/8500,Economic,Smuggling,2025-03-13,2025-02-20,L01384,Hyderabad Central Police Station,Mumbai,Open,Cyber Cell,DOC01806,0.92,2024-03-23 02:10:42,2025-01-22 18:11:19
C00160,FIR/2025/3579,Cyber,Cybercrime,2025-02-13,2025-01-14,L01488,Jabalpur Central Police Station,Surat,Closed,Local Police,DOC01409,0.95,2025-08-02 22:23:21,2025-08-20 06:22:42
C00161,FIR/2026/9763,Economic,Illegal Gambling,2026-02-14,2026-01-26,L00066,Jabalpur Central Police Station,Jaipur,Closed,Crime Branch,DOC02244,0.95,2024-03-01 00:03:57,2024-06-05 12:39:29
C00162,FIR/2026/1702,Economic,Cybercrime,2026-01-30,2026-01-10,L02253,Ujjain Central Police Station,Ahmedabad,Under Investigation,Cyber Cell,DOC02065,0.84,2026-02-07 01:21:38,2026-02-14 16:21:38
C00163,FIR/2025/1463,Criminal,Assault,2025-11-22,2025-11-19,L00262,Surat Central Police Station,Gurugram,Open,Crime Branch,DOC00848,0.96,2025-06-03 16:17:37,2026-07-02 16:04:50
C00164,FIR/2025/0078,Criminal,Extortion,2025-12-11,2025-11-25,L00141,Bhopal Central Police Station,Gurugram,Pending Trial,Economic Offences Unit,DOC02614,0.83,2026-04-16 20:33:32,2026-04-21 19:33:32
C00165,FIR/2025/8684,Criminal,Cybercrime,2025-03-14,2025-02-15,L00151,Gwalior Central Police Station,Jabalpur,Open,Crime Branch,DOC02375,0.81,2024-10-08 16:25:35,2024-11-03 15:25:35
C00166,FIR/2026/7185,Organized Crime,Fraud,2026-06-13,2026-06-08,L01928,Lucknow Central Police Station,Vadodara,Open,Economic Offences Unit,DOC01515,0.95,2025-05-11 07:27:56,2025-05-26 17:27:56
C00167,FIR/2024/8310,Criminal,Assault,2024-08-28,2024-08-26,L01459,Lucknow Central Police Station,Jaipur,Under Investigation,Cyber Cell,DOC00902,0.82,2024-04-26 20:13:21,2025-12-10 22:42:41
C00168,FIR/2025/6987,Organized Crime,Illegal Gambling,2025-11-19,2025-11-07,L01207,Lucknow Central Police Station,Delhi,Closed,Local Police,DOC02797,0.94,2026-07-13 05:54:19,2026-07-25 14:54:19
C00169,FIR/2024/5812,Cyber,Fraud,2024-07-10,2024-06-16,L00287,Vadodara Central Police Station,Gurugram,Under Investigation,Cyber Cell,DOC01955,0.85,2025-04-02 12:21:04,2025-04-26 06:21:04
C00170,FIR/2024/3405,Criminal,Robbery,2024-08-20,2024-08-20,L01420,Lucknow Central Police Station,Indore,Under Investigation,Cyber Cell,DOC01029,0.89,2026-02-24 12:43:16,2026-03-08 20:43:16
C00171,FIR/2024/4020,Economic,Forgery,2024-03-03,2024-02-11,L00938,Bengaluru Central Police Station,Mumbai,Open,Local Police,DOC01927,0.92,2024-11-12 04:22:47,2025-04-29 03:12:27
C00172,FIR/2024/3878,Organized Crime,Assault,2024-08-05,2024-07-12,L00293,Ahmedabad Central Police Station,Bengaluru,Open,Crime Branch,DOC02869,0.87,2025-02-04 19:22:17,2025-12-15 04:02:36
C00173,FIR/2024/2671,Economic,Burglary,2024-06-30,2024-05-31,L01259,Mumbai Central Police Station,Lucknow,Closed,Local Police,DOC00024,0.9,2026-08-09 06:21:22,2026-08-15 02:21:22
C00174,FIR/2025/2101,Organized Crime,Extortion,2025-03-05,2025-02-04,L00476,Kota Central Police Station,Bhopal,Open,Cyber Cell,DOC00056,0.85,2025-09-25 09:17:50,2026-08-29 18:59:06
C00175,FIR/2024/7705,Cyber,Smuggling,2024-11-18,2024-10-21,L02097,Hyderabad Central Police Station,Gwalior,Under Investigation,Local Police,DOC00075,0.87,2025-07-31 20:09:18,2025-08-17 09:09:18
C00176,FIR/2026/5977,Cyber,Money Laundering,2026-02-14,2026-01-24,L00525,Kanpur Central Police Station,Ujjain,Closed,Crime Branch,DOC00001,0.81,2024-03-15 02:03:59,2026-05-05 21:53:39
C00177,FIR/2024/9614,Criminal,Cybercrime,2025-01-14,2024-12-21,L00712,Lucknow Central Police Station,Bhopal,Under Investigation,Crime Branch,DOC01100,0.82,2024-04-02 16:40:44,2026-03-10 07:34:00
C00178,FIR/2024/5938,Organized Crime,Robbery,2024-06-23,2024-06-01,L01237,Lucknow Central Police Station,Gwalior,Under Investigation,Local Police,DOC01595,0.83,2025-04-22 07:10:52,2025-04-26 07:10:52
C00179,FIR/2026/3726,Cyber,Fraud,2026-05-14,2026-05-06,L01173,Vadodara Central Police Station,Kanpur,Under Investigation,Economic Offences Unit,DOC01268,0.96,2026-01-02 06:12:25,2026-07-16 17:53:10
C00180,FIR/2025/1109,Economic,Burglary,2026-01-18,2025-12-22,L00439,Gurugram Central Police Station,Lucknow,Closed,Local Police,DOC01958,0.86,2025-09-04 05:44:50,2026-01-24 02:02:19
C00181,FIR/2025/9033,Cyber,Assault,2025-11-06,2025-11-03,L00930,Hyderabad Central Police Station,Gwalior,Under Investigation,Crime Branch,DOC02288,0.97,2025-08-31 14:35:37,2026-05-30 11:52:01
C00182,FIR/2025/7096,Criminal,Fraud,2025-04-05,2025-03-30,L00406,Ahmedabad Central Police Station,Delhi,Closed,Local Police,DOC01167,0.97,2024-10-23 01:16:49,2024-11-20 17:16:49
C00183,FIR/2025/9467,Criminal,Smuggling,2025-10-13,2025-10-03,L00763,Bhopal Central Police Station,Vadodara,Pending Trial,Cyber Cell,DOC02070,0.85,2025-04-04 10:21:42,2025-12-20 23:00:43
C00184,FIR/2025/3167,Economic,Extortion,2025-11-11,2025-10-29,L00125,Jabalpur Central Police Station,Gwalior,Closed,Local Police,DOC01307,0.9,2026-08-22 23:19:23,2026-09-04 23:59:59
C00185,FIR/2025/3287,Criminal,Robbery,2025-07-12,2025-07-04,L00809,Dewas Central Police Station,Mumbai,Open,Crime Branch,DOC02538,0.92,2024-12-30 09:21:12,2025-04-17 17:35:49
C00186,FIR/2026/2577,Organized Crime,Money Laundering,2026-08-06,2026-07-16,L02479,Lucknow Central Police Station,Gurugram,Open,Crime Branch,DOC02727,0.85,2024-03-09 17:56:16,2025-07-27 20:41:51
C00187,FIR/2025/6695,Criminal,Illegal Gambling,2025-09-14,2025-08-17,L01477,Ahmedabad Central Police Station,Jaipur,Pending Trial,Local Police,DOC00841,0.82,2025-10-13 22:01:45,2025-10-14 12:01:45
C00188,FIR/2025/8821,Criminal,Assault,2025-03-03,2025-03-01,L02166,Jabalpur Central Police Station,Kota,Under Investigation,Cyber Cell,DOC00030,0.95,2026-05-15 21:17:03,2026-06-14 13:17:03
C00189,FIR/2024/2464,Cyber,Cybercrime,2024-07-29,2024-07-23,L01411,Jabalpur Central Police Station,Ahmedabad,Closed,Economic Offences Unit,DOC00466,0.97,2025-12-23 16:17:24,2026-01-10 01:17:24
C00190,FIR/2026/8259,Organized Crime,Cybercrime,2026-06-01,2026-05-19,L00175,Vadodara Central Police Station,Delhi,Closed,Cyber Cell,DOC01007,0.82,2026-07-22 05:17:12,2026-08-11 11:17:12
C00191,FIR/2024/6982,Criminal,Extortion,2024-10-02,2024-09-20,L00133,Gwalior Central Police Station,Ahmedabad,Under Investigation,Crime Branch,DOC01604,0.82,2024-11-28 06:45:54,2025-12-02 23:38:26
C00192,FIR/2024/4471,Organized Crime,Extortion,2024-05-24,2024-05-24,L02111,Gurugram Central Police Station,Bhopal,Closed,Economic Offences Unit,DOC02756,0.93,2024-09-28 06:22:29,2026-08-29 20:51:09
C00193,FIR/2026/0169,Economic,Vehicle Theft,2026-03-25,2026-03-04,L00922,Nagpur Central Police Station,Pune,Under Investigation,Local Police,DOC01399,0.97,2024-08-07 16:19:32,2024-11-13 02:03:10
C00194,FIR/2026/1546,Organized Crime,Extortion,2026-07-17,2026-07-03,L00911,Ujjain Central Police Station,Vadodara,Under Investigation,Local Police,DOC00420,0.85,2024-02-03 01:38:20,2024-11-14 01:07:34
C00195,FIR/2024/8187,Cyber,Robbery,2024-03-22,2024-03-07,L02122,Indore Central Police Station,Jaipur,Closed,Economic Offences Unit,DOC00411,0.93,2026-02-01 20:07:40,2026-02-17 23:07:40
C00196,FIR/2025/6463,Cyber,Money Laundering,2025-06-08,2025-05-24,L02256,Ujjain Central Police Station,Vadodara,Under Investigation,Economic Offences Unit,DOC00616,0.87,2026-01-27 16:38:48,2026-02-20 03:38:48
C00197,FIR/2024/3837,Economic,Extortion,2024-04-18,2024-04-06,L02306,Jaipur Central Police Station,Ujjain,Pending Trial,Economic Offences Unit,DOC00268,0.95,2024-05-08 12:58:36,2026-07-22 10:56:13
C00198,FIR/2025/2356,Cyber,Illegal Gambling,2025-09-20,2025-09-11,L01125,Delhi Central Police Station,Ujjain,Under Investigation,Crime Branch,DOC00586,0.84,2026-06-22 07:50:48,2026-07-10 12:50:48
C00199,FIR/2025/6939,Organized Crime,Robbery,2025-06-14,2025-06-13,L01013,Ujjain Central Police Station,Delhi,Open,Crime Branch,DOC02493,0.82,2025-05-15 17:34:33,2025-05-19 02:34:33
C00200,FIR/2024/4053,Cyber,Extortion,2024-09-06,2024-08-09,L00881,Jaipur Central Police Station,Lucknow,Pending Trial,Local Police,DOC00627,0.88,2025-10-06 07:57:37,2025-10-28 09:57:37
C00201,FIR/2024/8559,Economic,Extortion,2024-04-22,2024-04-06,L01032,Lucknow Central Police Station,Pune,Open,Economic Offences Unit,DOC00899,0.97,2026-04-29 22:39:06,2026-05-04 00:22:48
C00202,FIR/2025/7634,Organized Crime,Robbery,2025-11-01,2025-11-01,L00493,Kota Central Police Station,Jaipur,Open,Cyber Cell,DOC01581,0.9,2024-08-21 03:22:56,2024-09-10 04:22:56
C00203,FIR/2025/1358,Economic,Vehicle Theft,2025-12-25,2025-11-25,L00433,Kota Central Police Station,Delhi,Under Investigation,Crime Branch,DOC02744,0.88,2026-08-29 16:56:17,2026-09-04 23:59:59
C00204,FIR/2026/3180,Economic,Money Laundering,2026-06-05,2026-05-12,L02429,Bengaluru Central Police Station,Surat,Open,Cyber Cell,DOC02594,0.89,2024-05-26 17:52:43,2024-07-02 12:18:04
C00205,FIR/2025/7387,Organized Crime,Forgery,2025-11-14,2025-11-04,L01035,Hyderabad Central Police Station,Indore,Open,Economic Offences Unit,DOC02268,0.85,2024-07-12 09:02:00,2024-07-24 04:02:00
C00206,FIR/2024/1868,Organized Crime,Illegal Gambling,2024-08-28,2024-08-25,L00733,Jabalpur Central Police Station,Dewas,Under Investigation,Cyber Cell,DOC01680,0.9,2024-01-31 10:16:50,2025-09-24 09:20:21
C00207,FIR/2026/9106,Organized Crime,Burglary,2026-01-22,2026-01-18,L02039,Jabalpur Central Police Station,Bhopal,Pending Trial,Crime Branch,DOC01276,0.81,2024-09-24 01:31:35,2024-10-10 05:31:35
C00208,FIR/2024/6916,Cyber,Robbery,2024-04-28,2024-04-23,L00365,Bhopal Central Police Station,Kota,Open,Local Police,DOC00417,0.82,2026-08-11 09:32:58,2026-08-23 12:32:58
C00209,FIR/2025/3345,Criminal,Money Laundering,2025-03-02,2025-02-06,L01781,Indore Central Police Station,Gurugram,Pending Trial,Cyber Cell,DOC02088,0.86,2025-12-19 05:58:49,2026-01-15 15:58:49
C00210,FIR/2025/8787,Economic,Smuggling,2025-11-16,2025-10-18,L01006,Mumbai Central Police Station,Ahmedabad,Open,Local Police,DOC01519,0.8,2025-04-04 04:01:50,2025-05-01 12:01:50
C00211,FIR/2024/3522,Cyber,Vehicle Theft,2024-11-17,2024-11-14,L01170,Ahmedabad Central Police Station,Indore,Open,Local Police,DOC00958,0.82,2026-06-13 03:59:07,2026-07-04 21:59:07
C00212,FIR/2025/7215,Economic,Fraud,2025-07-08,2025-06-30,L00126,Gwalior Central Police Station,Ahmedabad,Pending Trial,Cyber Cell,DOC02839,0.97,2025-06-01 10:07:51,2025-09-20 12:41:28
C00213,FIR/2024/2148,Cyber,Money Laundering,2024-07-10,2024-06-18,L02488,Indore Central Police Station,Gwalior,Pending Trial,Local Police,DOC01033,0.97,2024-07-22 01:55:13,2024-08-15 09:55:13
C00214,FIR/2025/2851,Economic,Money Laundering,2025-03-03,2025-02-03,L00454,Kanpur Central Police Station,Kota,Closed,Crime Branch,DOC02495,0.84,2025-02-02 18:29:23,2026-04-01 15:32:33
C00215,FIR/2025/2180,Cyber,Extortion,2025-10-05,2025-09-20,L01066,Ahmedabad Central Police Station,Pune,Under Investigation,Crime Branch,DOC01193,0.88,2026-04-01 13:26:25,2026-04-14 13:26:25
C00216,FIR/2025/4501,Cyber,Cybercrime,2025-12-14,2025-11-30,L00795,Mumbai Central Police Station,Kanpur,Pending Trial,Economic Offences Unit,DOC00533,0.96,2026-01-06 15:01:08,2026-05-28 19:37:23
C00217,FIR/2026/7851,Cyber,Fraud,2026-02-01,2026-01-31,L00477,Vadodara Central Police Station,Kota,Pending Trial,Local Police,DOC02619,0.96,2025-05-16 14:48:09,2025-06-10 09:48:09
C00218,FIR/2026/5093,Criminal,Illegal Gambling,2026-03-07,2026-02-11,L00543,Mumbai Central Police Station,Bengaluru,Under Investigation,Local Police,DOC02368,0.87,2024-12-23 20:17:17,2025-09-19 00:52:05
C00219,FIR/2025/5938,Organized Crime,Burglary,2025-10-21,2025-10-12,L01144,Ujjain Central Police Station,Jabalpur,Open,Cyber Cell,DOC01002,0.97,2025-11-16 21:39:07,2025-12-03 01:39:07
C00220,FIR/2024/9702,Organized Crime,Fraud,2024-03-19,2024-02-23,L02416,Bengaluru Central Police Station,Kanpur,Pending Trial,Crime Branch,DOC00800,0.85,2024-08-04 20:55:32,2025-08-06 00:57:29
C00221,FIR/2024/8589,Economic,Vehicle Theft,2024-07-21,2024-07-19,L01201,Gwalior Central Police Station,Bengaluru,Pending Trial,Economic Offences Unit,DOC02535,0.85,2024-06-02 12:33:40,2024-06-11 06:40:57
C00222,FIR/2024/2102,Organized Crime,Smuggling,2024-02-25,2024-02-24,L00774,Bengaluru Central Police Station,Mumbai,Under Investigation,Local Police,DOC00307,0.95,2024-01-24 18:39:23,2026-03-08 11:02:53
C00223,FIR/2026/7755,Cyber,Burglary,2026-03-01,2026-02-19,L01237,Bengaluru Central Police Station,Surat,Closed,Economic Offences Unit,DOC00132,0.89,2026-02-01 22:14:49,2026-02-21 08:14:49
C00224,FIR/2024/8611,Criminal,Fraud,2024-04-07,2024-03-12,L00473,Gurugram Central Police Station,Indore,Open,Crime Branch,DOC00793,0.82,2025-03-26 18:52:57,2025-03-30 16:52:57
C00225,FIR/2025/0902,Organized Crime,Smuggling,2025-04-18,2025-03-19,L01645,Ahmedabad Central Police Station,Nagpur,Under Investigation,Crime Branch,DOC02850,0.92,2025-04-25 13:14:13,2025-05-25 13:14:13
C00226,FIR/2025/1351,Criminal,Cybercrime,2025-04-10,2025-03-16,L00636,Jaipur Central Police Station,Lucknow,Pending Trial,Cyber Cell,DOC02285,0.97,2025-10-14 06:42:14,2025-10-20 03:42:14
C00227,FIR/2024/9907,Criminal,Assault,2024-02-08,2024-01-15,L01285,Ujjain Central Police Station,Vadodara,Open,Local Police,DOC00053,0.88,2024-01-31 07:12:55,2025-08-29 15:36:34
C00228,FIR/2024/0130,Organized Crime,Vehicle Theft,2024-06-20,2024-05-23,L01705,Gurugram Central Police Station,Pune,Closed,Cyber Cell,DOC02694,0.83,2024-05-29 19:28:56,2024-06-25 17:28:56
C00229,FIR/2024/5035,Organized Crime,Burglary,2024-12-05,2024-11-10,L00438,Gurugram Central Police Station,Indore,Closed,Economic Offences Unit,DOC01045,0.91,2024-07-12 23:18:32,2025-12-19 21:41:02
C00230,FIR/2024/4284,Criminal,Forgery,2024-12-21,2024-12-13,L01256,Kanpur Central Police Station,Vadodara,Pending Trial,Local Police,DOC02643,0.91,2025-08-29 10:16:09,2025-09-17 17:16:09
C00231,FIR/2024/6638,Economic,Cybercrime,2024-09-27,2024-08-30,L00687,Pune Central Police Station,Ujjain,Pending Trial,Cyber Cell,DOC02774,0.85,2025-03-03 05:12:45,2025-03-17 12:12:45
C00232,FIR/2025/3885,Cyber,Illegal Gambling,2025-05-04,2025-04-09,L01803,Bhopal Central Police Station,Jaipur,Closed,Local Police,DOC00692,0.9,2025-01-24 16:13:54,2025-02-03 16:13:54
C00233,FIR/2025/8291,Cyber,Assault,2025-04-24,2025-04-10,L02099,Pune Central Police Station,Kanpur,Pending Trial,Cyber Cell,DOC01061,0.97,2026-01-13 17:05:27,2026-08-26 02:08:55
C00234,FIR/2025/8643,Economic,Vehicle Theft,2025-03-23,2025-02-21,L01135,Dewas Central Police Station,Ujjain,Under Investigation,Economic Offences Unit,DOC00618,0.97,2025-11-17 16:55:57,2026-06-08 22:05:22
C00235,FIR/2024/0402,Criminal,Smuggling,2024-03-01,2024-02-06,L01915,Bengaluru Central Police Station,Kanpur,Open,Crime Branch,DOC00332,0.92,2026-04-15 08:27:30,2026-04-24 22:27:30
C00236,FIR/2024/2174,Cyber,Smuggling,2024-07-13,2024-06-18,L00631,Surat Central Police Station,Mumbai,Open,Cyber Cell,DOC01487,0.85,2026-02-15 15:14:51,2026-03-03 08:14:51
C00237,FIR/2025/9438,Cyber,Assault,2025-12-23,2025-12-14,L01901,Jabalpur Central Police Station,Ahmedabad,Under Investigation,Cyber Cell,DOC01313,0.9,2024-12-21 05:25:51,2025-01-05 13:25:51
C00238,FIR/2025/2119,Economic,Illegal Gambling,2026-01-05,2025-12-10,L01831,Surat Central Police Station,Nagpur,Open,Local Police,DOC00206,0.9,2024-08-31 14:00:35,2025-02-27 10:05:09
